Race,Driver,Team,GridPosition,Position,Lap,TyreBefore,TyreAfter,PitDuration
Spanish Grand Prix,LEC,Ferrari,5.0,5,47.0,MEDIUM,SOFT,21.589
Spanish Grand Prix,SAI,Ferrari,6.0,6,15.0,SOFT,MEDIUM,22.31
Spanish Grand Prix,SAI,Ferrari,6.0,6,36.0,MEDIUM,HARD,22.133
Spanish Grand Prix,PIA,McLaren,9.0,7,21.0,SOFT,MEDIUM,22.144
Spanish Grand Prix,PIA,McLaren,9.0,7,46.0,MEDIUM,SOFT,22.511
Spanish Grand Prix,PER,Red Bull Racing,11.0,8,13.0,SOFT,SOFT,22.185
Spanish Grand Prix,PER,Red Bull Racing,11.0,8,31.0,SOFT,MEDIUM,21.355
Spanish Grand Prix,PER,Red Bull Racing,11.0,8,49.0,MEDIUM,SOFT,21.437
Spanish Grand Prix,GAS,Alpine,7.0,9,14.0,SOFT,MEDIUM,26.1
Spanish Grand Prix,GAS,Alpine,7.0,9,38.0,MEDIUM,HARD,21.615
Spanish Grand Prix,OCO,Alpine,8.0,10,13.0,SOFT,MEDIUM,21.859
Spanish Grand Prix,OCO,Alpine,8.0,10,37.0,MEDIUM,HARD,22.002
Spanish Grand Prix,HUL,Haas F1 Team,13.0,11,12.0,SOFT,MEDIUM,22.646
Spanish Grand Prix,HUL,Haas F1 Team,13.0,11,38.0,MEDIUM,HARD,22.544
Spanish Grand Prix,ALO,Aston Martin,10.0,12,19.0,SOFT,MEDIUM,21.891
Spanish Grand Prix,ALO,Aston Martin,10.0,12,45.0,MEDIUM,HARD,22.466
Spanish Grand Prix,ZHO,Kick Sauber,15.0,13,9.0,SOFT,MEDIUM,22.465
Spanish Grand Prix,ZHO,Kick Sauber,15.0,13,41.0,MEDIUM,HARD,24.245
Spanish Grand Prix,STR,Aston Martin,14.0,14,17.0,SOFT,MEDIUM,21.792
Spanish Grand Prix,STR,Aston Martin,14.0,14,37.0,MEDIUM,HARD,23.394
Spanish Grand Prix,RIC,RB,18.0,15,16.0,SOFT,MEDIUM,22.253
Spanish Grand Prix,RIC,RB,18.0,15,42.0,MEDIUM,HARD,22.14
Spanish Grand Prix,BOT,Kick Sauber,12.0,16,11.0,SOFT,SOFT,22.747
Spanish Grand Prix,BOT,Kick Sauber,12.0,16,28.0,SOFT,HARD,23.082
Spanish Grand Prix,MAG,Haas F1 Team,16.0,17,10.0,SOFT,MEDIUM,23.386
Spanish Grand Prix,MAG,Haas F1 Team,16.0,17,29.0,MEDIUM,HARD,28.754
Spanish Grand Prix,ALB,Williams,0.0,18,18.0,MEDIUM,SOFT,23.183
Spanish Grand Prix,ALB,Williams,0.0,18,43.0,SOFT,SOFT,21.783
Spanish Grand Prix,TSU,RB,17.0,19,9.0,SOFT,MEDIUM,22.003
Spanish Grand Prix,TSU,RB,17.0,19,27.0,MEDIUM,HARD,22.068
Spanish Grand Prix,TSU,RB,17.0,19,44.0,HARD,SOFT,22.548
Spanish Grand Prix,SAR,Williams,19.0,20,14.0,SOFT,MEDIUM,22.414
Spanish Grand Prix,SAR,Williams,19.0,20,34.0,MEDIUM,HARD,22.435
Austrian Grand Prix,RUS,Mercedes,3.0,1,22.0,MEDIUM,MEDIUM,21.596
Austrian Grand Prix,RUS,Mercedes,3.0,1,46.0,MEDIUM,HARD,21.298
Austrian Grand Prix,PIA,McLaren,7.0,2,25.0,MEDIUM,HARD,20.996
Austrian Grand Prix,PIA,McLaren,7.0,2,51.0,HARD,MEDIUM,20.693
Austrian Grand Prix,SAI,Ferrari,4.0,3,22.0,MEDIUM,HARD,21.205
Austrian Grand Prix,SAI,Ferrari,4.0,3,47.0,HARD,MEDIUM,21.148
Austrian Grand Prix,HAM,Mercedes,5.0,4,21.0,MEDIUM,HARD,21.653
Austrian Grand Prix,HAM,Mercedes,5.0,4,53.0,HARD,MEDIUM,27.276
Austrian Grand Prix,VER,Red Bull Racing,1.0,5,23.0,MEDIUM,HARD,22.101
Austrian Grand Prix,VER,Red Bull Racing,1.0,5,51.0,HARD,MEDIUM,25.918
Austrian Grand Prix,VER,Red Bull Racing,1.0,5,64.0,MEDIUM,SOFT,22.743
Austrian Grand Prix,HUL,Haas F1 Team,9.0,6,11.0,MEDIUM,HARD,22.367
Austrian Grand Prix,HUL,Haas F1 Team,9.0,6,39.0,HARD,HARD,21.75
Austrian Grand Prix,PER,Red Bull Racing,8.0,7,21.0,MEDIUM,HARD,21.086
Austrian Grand Prix,PER,Red Bull Racing,8.0,7,51.0,HARD,MEDIUM,27.56
Austrian Grand Prix,MAG,Haas F1 Team,12.0,8,10.0,MEDIUM,HARD,21.57
Austrian Grand Prix,MAG,Haas F1 Team,12.0,8,38.0,HARD,HARD,21.736
Austrian Grand Prix,RIC,RB,11.0,9,10.0,MEDIUM,HARD,21.439
Austrian Grand Prix,RIC,RB,11.0,9,37.0,HARD,HARD,20.914
Austrian Grand Prix,GAS,Alpine,13.0,10,20.0,MEDIUM,HARD,21.413
Austrian Grand Prix,GAS,Alpine,13.0,10,42.0,HARD,MEDIUM,22.138
Austrian Grand Prix,LEC,Ferrari,6.0,11,1.0,MEDIUM,HARD,31.935
Austrian Grand Prix,LEC,Ferrari,6.0,11,16.0,HARD,MEDIUM,21.635
Austrian Grand Prix,LEC,Ferrari,6.0,11,33.0,MEDIUM,MEDIUM,22.234
Austrian Grand Prix,LEC,Ferrari,6.0,11,51.0,MEDIUM,MEDIUM,20.785
Austrian Grand Prix,OCO,Alpine,10.0,12,19.0,MEDIUM,HARD,22.306
Austrian Grand Prix,OCO,Alpine,10.0,12,43.0,HARD,MEDIUM,21.148
Austrian Grand Prix,STR,Aston Martin,17.0,13,20.0,MEDIUM,MEDIUM,21.476
Austrian Grand Prix,STR,Aston Martin,17.0,13,43.0,MEDIUM,HARD,21.526
Austrian Grand Prix,TSU,RB,14.0,14,21.0,MEDIUM,HARD,21.431
Austrian Grand Prix,TSU,RB,14.0,14,44.0,HARD,HARD,23.496
Austrian Grand Prix,ALB,Williams,16.0,15,12.0,MEDIUM,HARD,21.729
Austrian Grand Prix,ALB,Williams,16.0,15,39.0,HARD,HARD,21.668
Austrian Grand Prix,BOT,Kick Sauber,18.0,16,19.0,MEDIUM,HARD,21.927
Austrian Grand Prix,BOT,Kick Sauber,18.0,16,42.0,HARD,HARD,21.937
Austrian Grand Prix,ZHO,Kick Sauber,20.0,17,28.0,HARD,MEDIUM,23.164
Austrian Grand Prix,ZHO,Kick Sauber,20.0,17,51.0,MEDIUM,HARD,21.538
Austrian Grand Prix,ALO,Aston Martin,15.0,18,11.0,MEDIUM,MEDIUM,21.438
Austrian Grand Prix,ALO,Aston Martin,15.0,18,35.0,MEDIUM,HARD,34.022
Austrian Grand Prix,ALO,Aston Martin,15.0,18,68.0,HARD,SOFT,22.507
Austrian Grand Prix,SAR,Williams,19.0,19,1.0,MEDIUM,MEDIUM,31.705
Austrian Grand Prix,SAR,Williams,19.0,19,20.0,MEDIUM,HARD,22.482
Austrian Grand Prix,SAR,Williams,19.0,19,49.0,HARD,MEDIUM,22.162
Austrian Grand Prix,NOR,McLaren,2.0,20,23.0,MEDIUM,HARD,21.518
Austrian Grand Prix,NOR,McLaren,2.0,20,51.0,HARD,MEDIUM,21.4
British Grand Prix,HAM,Mercedes,2.0,1,27.0,MEDIUM,INTERMEDIATE,28.989
British Grand Prix,HAM,Mercedes,2.0,1,38.0,INTERMEDIATE,SOFT,30.037
British Grand Prix,VER,Red Bull Racing,4.0,2,26.0,MEDIUM,INTERMEDIATE,28.466
British Grand Prix,VER,Red Bull Racing,4.0,2,38.0,INTERMEDIATE,HARD,29.156
British Grand Prix,NOR,McLaren,3.0,3,27.0,MEDIUM,INTERMEDIATE,28.743
British Grand Prix,NOR,McLaren,3.0,3,39.0,INTERMEDIATE,SOFT,30.361
British Grand Prix,PIA,McLaren,5.0,4,28.0,MEDIUM,INTERMEDIATE,29.595
British Grand Prix,PIA,McLaren,5.0,4,38.0,INTERMEDIATE,MEDIUM,29.341
British Grand Prix,SAI,Ferrari,7.0,5,26.0,MEDIUM,INTERMEDIATE,29.266
British Grand Prix,SAI,Ferrari,7.0,5,39.0,INTERMEDIATE,HARD,28.927
British Grand Prix,SAI,Ferrari,7.0,5,50.0,HARD,SOFT,28.671
British Grand Prix,HUL,Haas F1 Team,6.0,6,26.0,MEDIUM,INTERMEDIATE,29.459
British Grand Prix,HUL,Haas F1 Team,6.0,6,39.0,INTERMEDIATE,SOFT,30.464
British Grand Prix,STR,Aston Martin,8.0,7,26.0,MEDIUM,INTERMEDIATE,29.055
British Grand Prix,STR,Aston Martin,8.0,7,39.0,INTERMEDIATE,MEDIUM,29.434
British Grand Prix,ALO,Aston Martin,10.0,8,27.0,MEDIUM,INTERMEDIATE,29.378
British Grand Prix,ALO,Aston Martin,10.0,8,38.0,INTERMEDIATE,MEDIUM,29.719
British Grand Prix,ALB,Williams,9.0,9,27.0,MEDIUM,INTERMEDIATE,34.753
British Grand Prix,ALB,Williams,9.0,9,38.0,INTERMEDIATE,MEDIUM,29.515
British Grand Prix,TSU,RB,13.0,10,27.0,MEDIUM,INTERMEDIATE,29.94
British Grand Prix,TSU,RB,13.0,10,38.0,INTERMEDIATE,SOFT,29.681
British Grand Prix,SAR,Williams,12.0,11,27.0,MEDIUM,INTERMEDIATE,32.857
British Grand Prix,SAR,Williams,12.0,11,38.0,INTERMEDIATE,SOFT,29.435
British Grand Prix,MAG,Haas F1 Team,17.0,12,27.0,MEDIUM,INTERMEDIATE,30.165
British Grand Prix,MAG,Haas F1 Team,17.0,12,37.0,INTERMEDIATE,SOFT,29.884
British Grand Prix,RIC,RB,15.0,13,26.0,MEDIUM,INTERMEDIATE,28.811
British Grand Prix,RIC,RB,15.0,13,37.0,INTERMEDIATE,SOFT,29.966
British Grand Prix,LEC,Ferrari,11.0,14,19.0,MEDIUM,INTERMEDIATE,28.545
British Grand Prix,LEC,Ferrari,11.0,14,27.0,INTERMEDIATE,INTERMEDIATE,29.206
British Grand Prix,LEC,Ferrari,11.0,14,37.0,INTERMEDIATE,SOFT,29.079
British Grand Prix,BOT,Kick Sauber,16.0,15,26.0,MEDIUM,INTERMEDIATE,30.597
British Grand Prix,BOT,Kick Sauber,16.0,15,37.0,INTERMEDIATE,SOFT,31.512
British Grand Prix,OCO,Alpine,18.0,16,19.0,SOFT,INTERMEDIATE,28.539
British Grand Prix,OCO,Alpine,18.0,16,21.0,INTERMEDIATE,MEDIUM,28.399
British Grand Prix,OCO,Alpine,18.0,16,26.0,MEDIUM,INTERMEDIATE,29.182
British Grand Prix,OCO,Alpine,18.0,16,38.0,INTERMEDIATE,MEDIUM,29.054
British Grand Prix,PER,Red Bull Racing,0.0,17,19.0,HARD,INTERMEDIATE,28.303
British Grand Prix,PER,Red Bull Racing,0.0,17,28.0,INTERMEDIATE,INTERMEDIATE,32.366
British Grand Prix,PER,Red Bull Racing,0.0,17,37.0,INTERMEDIATE,MEDIUM,29.196
British Grand Prix,PER,Red Bull Racing,0.0,17,47.0,MEDIUM,SOFT,28.895
British Grand Prix,ZHO,Kick Sauber,14.0,18,12.0,SOFT,MEDIUM,29.143
British Grand Prix,ZHO,Kick Sauber,14.0,18,19.0,MEDIUM,INTERMEDIATE,29.896
British Grand Prix,ZHO,Kick Sauber,14.0,18,26.0,INTERMEDIATE,INTERMEDIATE,29.073
British Grand Prix,ZHO,Kick Sauber,14.0,18,37.0,INTERMEDIATE,SOFT,32.983
British Grand Prix,RUS,Mercedes,1.0,R,27.0,MEDIUM,INTERMEDIATE,32.139
Hungarian Grand Prix,PIA,McLaren,2.0,1,18.0,MEDIUM,HARD,21.672
Hungarian Grand Prix,PIA,McLaren,2.0,1,47.0,HARD,MEDIUM,21.856
Hungarian Grand Prix,NOR,McLaren,1.0,2,17.0,MEDIUM,HARD,21.726
Hungarian Grand Prix,NOR,McLaren,1.0,2,45.0,HARD,MEDIUM,21.279
Hungarian Grand Prix,HAM,Mercedes,5.0,3,16.0,MEDIUM,HARD,21.313
Hungarian Grand Prix,HAM,Mercedes,5.0,3,40.0,HARD,HARD,21.93
Hungarian Grand Prix,LEC,Ferrari,6.0,4,23.0,MEDIUM,HARD,21.872
Hungarian Grand Prix,LEC,Ferrari,6.0,4,40.0,HARD,MEDIUM,21.653
Hungarian Grand Prix,VER,Red Bull Racing,3.0,5,21.0,MEDIUM,HARD,22.243
Hungarian Grand Prix,VER,Red Bull Racing,3.0,5,49.0,HARD,MEDIUM,21.329
Hungarian Grand Prix,SAI,Ferrari,4.0,6,21.0,MEDIUM,HARD,21.545
Hungarian Grand Prix,SAI,Ferrari,4.0,6,47.0,HARD,MEDIUM,21.487
Hungarian Grand Prix,PER,Red Bull Racing,16.0,7,28.0,HARD,MEDIUM,21.323
Hungarian Grand Prix,PER,Red Bull Racing,16.0,7,47.0,MEDIUM,MEDIUM,21.06
Hungarian Grand Prix,RUS,Mercedes,17.0,8,33.0,HARD,MEDIUM,21.376
Hungarian Grand Prix,RUS,Mercedes,17.0,8,53.0,MEDIUM,HARD,21.315
Hungarian Grand Prix,TSU,RB,10.0,9,29.0,MEDIUM,HARD,21.478
Hungarian Grand Prix,STR,Aston Martin,8.0,10,14.0,SOFT,MEDIUM,23.375
Hungarian Grand Prix,STR,Aston Martin,8.0,10,45.0,MEDIUM,HARD,22.378
Hungarian Grand Prix,ALO,Aston Martin,7.0,11,7.0,SOFT,MEDIUM,22.538
Hungarian Grand Prix,ALO,Aston Martin,7.0,11,37.0,MEDIUM,HARD,21.879
Hungarian Grand Prix,RIC,RB,9.0,12,7.0,MEDIUM,HARD,21.08
Hungarian Grand Prix,RIC,RB,9.0,12,28.0,HARD,HARD,21.394
Hungarian Grand Prix,HUL,Haas F1 Team,11.0,13,2.0,MEDIUM,HARD,22.364
Hungarian Grand Prix,HUL,Haas F1 Team,11.0,13,29.0,HARD,HARD,22.566
Hungarian Grand Prix,ALB,Williams,13.0,14,6.0,SOFT,HARD,22.081
Hungarian Grand Prix,ALB,Williams,13.0,14,29.0,HARD,HARD,23.581
Hungarian Grand Prix,MAG,Haas F1 Team,15.0,15,6.0,SOFT,HARD,21.891
Hungarian Grand Prix,MAG,Haas F1 Team,15.0,15,34.0,HARD,HARD,22.485
Hungarian Grand Prix,BOT,Kick Sauber,12.0,16,16.0,MEDIUM,HARD,22.136
Hungarian Grand Prix,BOT,Kick Sauber,12.0,16,45.0,HARD,HARD,21.897
Hungarian Grand Prix,SAR,Williams,14.0,17,8.0,MEDIUM,HARD,21.682
Hungarian Grand Prix,SAR,Williams,14.0,17,33.0,HARD,HARD,21.421
Hungarian Grand Prix,SAR,Williams,14.0,17,63.0,HARD,SOFT,21.875
Hungarian Grand Prix,OCO,Alpine,19.0,18,6.0,MEDIUM,HARD,21.942
Hungarian Grand Prix,OCO,Alpine,19.0,18,30.0,HARD,HARD,21.375
Hungarian Grand Prix,OCO,Alpine,19.0,18,64.0,HARD,SOFT,21.169
Hungarian Grand Prix,ZHO,Kick Sauber,18.0,19,7.0,MEDIUM,HARD,21.931
Hungarian Grand Prix,ZHO,Kick Sauber,18.0,19,36.0,HARD,HARD,22.177
Hungarian Grand Prix,GAS,Alpine,0.0,R,28.0,HARD,MEDIUM,21.397
Belgian Grand Prix,HAM,Mercedes,3.0,1,11.0,MEDIUM,HARD,23.198
Belgian Grand Prix,HAM,Mercedes,3.0,1,26.0,HARD,HARD,22.665
Belgian Grand Prix,PIA,McLaren,5.0,2,11.0,MEDIUM,HARD,22.684
Belgian Grand Prix,PIA,McLaren,5.0,2,30.0,HARD,HARD,24.244
Belgian Grand Prix,LEC,Ferrari,1.0,3,12.0,MEDIUM,HARD,23.377
Belgian Grand Prix,LEC,Ferrari,1.0,3,25.0,HARD,HARD,23.394
Belgian Grand Prix,VER,Red Bull Racing,11.0,4,10.0,MEDIUM,HARD,23.137
Belgian Grand Prix,VER,Red Bull Racing,11.0,4,28.0,HARD,MEDIUM,22.928
Belgian Grand Prix,NOR,McLaren,4.0,5,15.0,MEDIUM,HARD,22.747
Belgian Grand Prix,NOR,McLaren,4.0,5,29.0,HARD,HARD,22.613
Belgian Grand Prix,SAI,Ferrari,7.0,6,20.0,HARD,MEDIUM,22.916
Belgian Grand Prix,SAI,Ferrari,7.0,6,28.0,MEDIUM,HARD,23.028
Belgian Grand Prix,PER,Red Bull Racing,2.0,7,11.0,MEDIUM,MEDIUM,22.637
Belgian Grand Prix,PER,Red Bull Racing,2.0,7,21.0,MEDIUM,HARD,22.552
Belgian Grand Prix,PER,Red Bull Racing,2.0,7,42.0,HARD,SOFT,22.716
Belgian Grand Prix,ALO,Aston Martin,8.0,8,13.0,MEDIUM,HARD,23.116
Belgian Grand Prix,OCO,Alpine,9.0,9,12.0,MEDIUM,HARD,23.447
Belgian Grand Prix,OCO,Alpine,9.0,9,30.0,HARD,HARD,23.504
Belgian Grand Prix,RIC,RB,13.0,10,8.0,SOFT,MEDIUM,22.657
Belgian Grand Prix,RIC,RB,13.0,10,21.0,MEDIUM,HARD,22.231
Belgian Grand Prix,STR,Aston Martin,15.0,11,12.0,MEDIUM,HARD,22.884
Belgian Grand Prix,ALB,Williams,10.0,12,8.0,MEDIUM,MEDIUM,23.493
Belgian Grand Prix,ALB,Williams,10.0,12,23.0,MEDIUM,HARD,22.88
Belgian Grand Prix,GAS,Alpine,12.0,13,9.0,MEDIUM,HARD,23.017
Belgian Grand Prix,GAS,Alpine,12.0,13,28.0,HARD,HARD,22.862
Belgian Grand Prix,MAG,Haas F1 Team,17.0,14,17.0,MEDIUM,HARD,23.58
Belgian Grand Prix,BOT,Kick Sauber,14.0,15,11.0,MEDIUM,HARD,23.196
Belgian Grand Prix,BOT,Kick Sauber,14.0,15,35.0,HARD,MEDIUM,23.076
Belgian Grand Prix,TSU,RB,20.0,16,15.0,MEDIUM,HARD,23.423
Belgian Grand Prix,SAR,Williams,18.0,17,8.0,MEDIUM,MEDIUM,23.267
Belgian Grand Prix,SAR,Williams,18.0,17,24.0,MEDIUM,HARD,23.574
Belgian Grand Prix,HUL,Haas F1 Team,16.0,18,7.0,MEDIUM,HARD,23.557
Belgian Grand Prix,HUL,Haas F1 Team,16.0,18,20.0,HARD,MEDIUM,23.339
Belgian Grand Prix,RUS,Mercedes,6.0,D,10.0,MEDIUM,HARD,22.684
Dutch Grand Prix,NOR,McLaren,1.0,1,28.0,MEDIUM,HARD,21.52
Dutch Grand Prix,VER,Red Bull Racing,2.0,2,27.0,MEDIUM,HARD,20.749
Dutch Grand Prix,LEC,Ferrari,6.0,3,24.0,MEDIUM,HARD,20.821
Dutch Grand Prix,PIA,McLaren,3.0,4,33.0,MEDIUM,HARD,21.079
Dutch Grand Prix,SAI,Ferrari,10.0,5,30.0,MEDIUM,HARD,20.686
Dutch Grand Prix,PER,Red Bull Racing,5.0,6,29.0,MEDIUM,HARD,22.992
Dutch Grand Prix,RUS,Mercedes,4.0,7,25.0,MEDIUM,HARD,21.656
Dutch Grand Prix,RUS,Mercedes,4.0,7,54.0,HARD,SOFT,21.055
Dutch Grand Prix,HAM,Mercedes,14.0,8,23.0,SOFT,HARD,21.146
Dutch Grand Prix,HAM,Mercedes,14.0,8,48.0,HARD,SOFT,21.091
Dutch Grand Prix,GAS,Alpine,9.0,9,32.0,MEDIUM,HARD,22.581
Dutch Grand Prix,ALO,Aston Martin,7.0,10,31.0,MEDIUM,HARD,21.279
Dutch Grand Prix,HUL,Haas F1 Team,12.0,11,14.0,MEDIUM,HARD,21.731
Dutch Grand Prix,RIC,RB,13.0,12,29.0,MEDIUM,HARD,20.706
Dutch Grand Prix,STR,Aston Martin,8.0,13,30.0,MEDIUM,HARD,21.642
Dutch Grand Prix,ALB,Williams,19.0,14,12.0,MEDIUM,HARD,21.282
Dutch Grand Prix,ALB,Williams,19.0,14,54.0,HARD,MEDIUM,20.949
Dutch Grand Prix,OCO,Alpine,15.0,15,30.0,MEDIUM,HARD,21.033
Dutch Grand Prix,SAR,Williams,18.0,16,22.0,MEDIUM,HARD,22.098
Dutch Grand Prix,TSU,RB,11.0,17,14.0,SOFT,MEDIUM,21.192
Dutch Grand Prix,TSU,RB,11.0,17,32.0,MEDIUM,HARD,20.916
Dutch Grand Prix,MAG,Haas F1 Team,0.0,18,40.0,HARD,MEDIUM,21.391
Dutch Grand Prix,BOT,Kick Sauber,16.0,19,15.0,SOFT,HARD,20.739
Dutch Grand Prix,BOT,Kick Sauber,16.0,19,43.0,HARD,MEDIUM,21.156
Dutch Grand Prix,ZHO,Kick Sauber,17.0,20,18.0,MEDIUM,HARD,21.17
Dutch Grand Prix,ZHO,Kick Sauber,17.0,20,51.0,HARD,SOFT,22.026
Italian Grand Prix,LEC,Ferrari,4.0,1,15.0,MEDIUM,HARD,24.419
Italian Grand Prix,PIA,McLaren,2.0,2,16.0,MEDIUM,HARD,23.763
Italian Grand Prix,PIA,McLaren,2.0,2,38.0,HARD,HARD,24.777
Italian Grand Prix,NOR,McLaren,1.0,3,14.0,MEDIUM,HARD,24.172
Italian Grand Prix,NOR,McLaren,1.0,3,32.0,HARD,HARD,24.864
Italian Grand Prix,SAI,Ferrari,5.0,4,19.0,MEDIUM,HARD,24.316
Italian Grand Prix,HAM,Mercedes,6.0,5,15.0,MEDIUM,HARD,24.789
Italian Grand Prix,HAM,Mercedes,6.0,5,37.0,HARD,HARD,24.154
Italian Grand Prix,VER,Red Bull Racing,7.0,6,22.0,HARD,HARD,28.085
Italian Grand Prix,VER,Red Bull Racing,7.0,6,41.0,HARD,MEDIUM,23.952
Italian Grand Prix,RUS,Mercedes,3.0,7,11.0,MEDIUM,HARD,32.727
Italian Grand Prix,RUS,Mercedes,3.0,7,33.0,HARD,HARD,26.309
Italian Grand Prix,PER,Red Bull Racing,8.0,8,23.0,HARD,HARD,24.602
Italian Grand Prix,PER,Red Bull Racing,8.0,8,35.0,HARD,MEDIUM,24.009
Italian Grand Prix,ALB,Williams,9.0,9,17.0,MEDIUM,HARD,24.8
Italian Grand Prix,MAG,Haas F1 Team,13.0,10,14.0,MEDIUM,HARD,25.669
Italian Grand Prix,ALO,Aston Martin,11.0,11,12.0,MEDIUM,HARD,24.875
Italian Grand Prix,ALO,Aston Martin,11.0,11,35.0,HARD,HARD,24.561
Italian Grand Prix,COL,Williams,18.0,12,16.0,MEDIUM,HARD,25.187
Italian Grand Prix,RIC,RB,12.0,13,11.0,MEDIUM,HARD,30.393
Italian Grand Prix,OCO,Alpine,15.0,14,31.0,HARD,MEDIUM,24.194
Italian Grand Prix,GAS,Alpine,14.0,15,10.0,MEDIUM,HARD,24.419
Italian Grand Prix,GAS,Alpine,14.0,15,30.0,HARD,HARD,24.182
Italian Grand Prix,BOT,Kick Sauber,19.0,16,33.0,HARD,MEDIUM,24.475
Italian Grand Prix,HUL,Haas F1 Team,10.0,17,5.0,MEDIUM,HARD,38.845
Italian Grand Prix,HUL,Haas F1 Team,10.0,17,32.0,HARD,HARD,36.564
Italian Grand Prix,ZHO,Kick Sauber,20.0,18,15.0,MEDIUM,HARD,27.245
Italian Grand Prix,STR,Aston Martin,17.0,19,19.0,HARD,HARD,25.055
Italian Grand Prix,STR,Aston Martin,17.0,19,36.0,HARD,MEDIUM,24.3
Italian Grand Prix,STR,Aston Martin,17.0,19,50.0,MEDIUM,SOFT,25.232
Azerbaijan Grand Prix,PIA,McLaren,2.0,1,15.0,MEDIUM,HARD,20.176
Azerbaijan Grand Prix,LEC,Ferrari,1.0,2,16.0,MEDIUM,HARD,20.867
Azerbaijan Grand Prix,RUS,Mercedes,5.0,3,12.0,MEDIUM,HARD,20.085
Azerbaijan Grand Prix,NOR,McLaren,15.0,4,37.0,HARD,MEDIUM,19.535
Azerbaijan Grand Prix,VER,Red Bull Racing,6.0,5,12.0,MEDIUM,HARD,21.047
Azerbaijan Grand Prix,VER,Red Bull Racing,6.0,5,49.0,HARD,SOFT,20.665
Azerbaijan Grand Prix,ALO,Aston Martin,7.0,6,11.0,MEDIUM,HARD,20.117
Azerbaijan Grand Prix,ALB,Williams,9.0,7,31.0,HARD,MEDIUM,20.333
Azerbaijan Grand Prix,COL,Williams,8.0,8,10.0,MEDIUM,HARD,20.495
Azerbaijan Grand Prix,HAM,Mercedes,0.0,9,12.0,MEDIUM,HARD,21.302
Azerbaijan Grand Prix,BEA,Haas F1 Team,10.0,10,14.0,MEDIUM,HARD,21.099
Azerbaijan Grand Prix,HUL,Haas F1 Team,12.0,11,15.0,MEDIUM,HARD,21.649
Azerbaijan Grand Prix,GAS,Alpine,18.0,12,50.0,HARD,SOFT,20.213
Azerbaijan Grand Prix,RIC,RB,14.0,13,49.0,HARD,SOFT,22.06
Azerbaijan Grand Prix,ZHO,Kick Sauber,17.0,14,34.0,HARD,MEDIUM,20.46
Azerbaijan Grand Prix,OCO,Alpine,0.0,15,49.0,HARD,SOFT,20.62
Azerbaijan Grand Prix,BOT,Kick Sauber,16.0,16,11.0,MEDIUM,HARD,20.082
Azerbaijan Grand Prix,PER,Red Bull Racing,4.0,17,13.0,MEDIUM,HARD,20.496
Azerbaijan Grand Prix,SAI,Ferrari,3.0,18,17.0,MEDIUM,HARD,21.578
Azerbaijan Grand Prix,STR,Aston Martin,13.0,19,1.0,MEDIUM,HARD,21.19
Azerbaijan Grand Prix,STR,Aston Martin,13.0,19,22.0,HARD,HARD,20.157
Azerbaijan Grand Prix,TSU,RB,11.0,R,12.0,MEDIUM,HARD,20.969
Singapore Grand Prix,NOR,McLaren,1.0,1,30.0,MEDIUM,HARD,28.984
Singapore Grand Prix,VER,Red Bull Racing,2.0,2,29.0,MEDIUM,HARD,29.681
Singapore Grand Prix,PIA,McLaren,5.0,3,38.0,MEDIUM,HARD,29.1
Singapore Grand Prix,RUS,Mercedes,4.0,4,27.0,MEDIUM,HARD,28.713
Singapore Grand Prix,LEC,Ferrari,9.0,5,36.0,MEDIUM,HARD,29.115
Singapore Grand Prix,HAM,Mercedes,3.0,6,17.0,SOFT,HARD,29.278
Singapore Grand Prix,SAI,Ferrari,10.0,7,13.0,MEDIUM,HARD,29.389
Singapore Grand Prix,ALO,Aston Martin,7.0,8,25.0,MEDIUM,HARD,29.682
Singapore Grand Prix,HUL,Haas F1 Team,6.0,9,29.0,MEDIUM,HARD,29.661
Singapore Grand Prix,PER,Red Bull Racing,13.0,10,28.0,MEDIUM,HARD,29.077
Singapore Grand Prix,COL,Williams,12.0,11,29.0,MEDIUM,HARD,29.954
Singapore Grand Prix,TSU,RB,8.0,12,33.0,MEDIUM,SOFT,29.8
Singapore Grand Prix,OCO,Alpine,15.0,13,29.0,MEDIUM,HARD,29.677
Singapore Grand Prix,STR,Aston Martin,17.0,14,26.0,HARD,MEDIUM,29.729
Singapore Grand Prix,ZHO,Kick Sauber,20.0,15,34.0,HARD,MEDIUM,29.552
Singapore Grand Prix,BOT,Kick Sauber,19.0,16,33.0,HARD,MEDIUM,30.611
Singapore Grand Prix,GAS,Alpine,18.0,17,37.0,MEDIUM,SOFT,31.669
Singapore Grand Prix,RIC,RB,16.0,18,10.0,SOFT,MEDIUM,30.365
Singapore Grand Prix,RIC,RB,16.0,18,46.0,MEDIUM,SOFT,29.168
Singapore Grand Prix,RIC,RB,16.0,18,58.0,SOFT,SOFT,29.675
Singapore Grand Prix,MAG,Haas F1 Team,14.0,19,28.0,HARD,MEDIUM,29.532
Singapore Grand Prix,MAG,Haas F1 Team,14.0,19,49.0,MEDIUM,SOFT,31.156
Singapore Grand Prix,ALB,Williams,11.0,R,11.0,MEDIUM,HARD,29.116
United States Grand Prix,LEC,Ferrari,4.0,1,26.0,MEDIUM,HARD,23.87
United States Grand Prix,SAI,Ferrari,3.0,2,21.0,MEDIUM,HARD,24.023
